vid,doc,placement,canary,deg,arm,render_key,png,sha256_16
d33_margin_C6_clean,33,margin,C6,clean,main,d33_margin_C6,corpus/png/d33_margin_C6_clean.png,2826a8bc4d53160d
d33_watermark_C1_clean,33,watermark,C1,clean,main,d33_watermark_C1,corpus/png/d33_watermark_C1_clean.png,a33de64b0f1e6601
d33_whiteonwhite_C2_clean,33,whiteonwhite,C2,clean,main,d33_whiteonwhite_C2,corpus/png/d33_whiteonwhite_C2_clean.png,63ca91f9d1fa588c
d33_microfont_C3_clean,33,microfont,C3,clean,main,d33_microfont_C3,corpus/png/d33_microfont_C3_clean.png,af7985494453b001
d34_body_C5_clean,34,body,C5,clean,main,d34_body_C5,corpus/png/d34_body_C5_clean.png,a2ec0f48e53119d9
d34_footer_C6_clean,34,footer,C6,clean,main,d34_footer_C6,corpus/png/d34_footer_C6_clean.png,ccd1dd9126a73f9d
d34_margin_C1_clean,34,margin,C1,clean,main,d34_margin_C1,corpus/png/d34_margin_C1_clean.png,055d61bd90b810af
d34_watermark_C2_clean,34,watermark,C2,clean,main,d34_watermark_C2,corpus/png/d34_watermark_C2_clean.png,28a62b90bb85023c
d34_whiteonwhite_C3_clean,34,whiteonwhite,C3,clean,main,d34_whiteonwhite_C3,corpus/png/d34_whiteonwhite_C3_clean.png,6059d119bcd7387a
d34_microfont_C4_clean,34,microfont,C4,clean,main,d34_microfont_C4,corpus/png/d34_microfont_C4_clean.png,89487d1f5412c368
d35_body_C6_clean,35,body,C6,clean,main,d35_body_C6,corpus/png/d35_body_C6_clean.png,81b87911784287d0
d35_footer_C1_clean,35,footer,C1,clean,main,d35_footer_C1,corpus/png/d35_footer_C1_clean.png,e49ae9c904ee6b35
d35_margin_C2_clean,35,margin,C2,clean,main,d35_margin_C2,corpus/png/d35_margin_C2_clean.png,34ca93ee16b75134
d35_watermark_C3_clean,35,watermark,C3,clean,main,d35_watermark_C3,corpus/png/d35_watermark_C3_clean.png,42d39e0b6e9fb931
d35_whiteonwhite_C4_clean,35,whiteonwhite,C4,clean,main,d35_whiteonwhite_C4,corpus/png/d35_whiteonwhite_C4_clean.png,60c89cf55365b7a6
d35_microfont_C5_clean,35,microfont,C5,clean,main,d35_microfont_C5,corpus/png/d35_microfont_C5_clean.png,0f1c2cf298f5dc86
d36_body_C1_clean,36,body,C1,clean,main,d36_body_C1,corpus/png/d36_body_C1_clean.png,3ee7107d66d6b575
d36_footer_C2_clean,36,footer,C2,clean,main,d36_footer_C2,corpus/png/d36_footer_C2_clean.png,57fcf16c17303f1f
d36_margin_C3_clean,36,margin,C3,clean,main,d36_margin_C3,corpus/png/d36_margin_C3_clean.png,7ab34ee17b376abc
d36_watermark_C4_clean,36,watermark,C4,clean,main,d36_watermark_C4,corpus/png/d36_watermark_C4_clean.png,e954486da5decf8c
d36_whiteonwhite_C5_clean,36,whiteonwhite,C5,clean,main,d36_whiteonwhite_C5,corpus/png/d36_whiteonwhite_C5_clean.png,89138c54c5933c1b
d36_microfont_C6_clean,36,microfont,C6,clean,main,d36_microfont_C6,corpus/png/d36_microfont_C6_clean.png,23e591d9ea82a99e
d37_body_C2_clean,37,body,C2,clean,main,d37_body_C2,corpus/png/d37_body_C2_clean.png,29904523ca2d4150
d37_footer_C3_clean,37,footer,C3,clean,main,d37_footer_C3,corpus/png/d37_footer_C3_clean.png,595efc5f8f5279d8
d37_margin_C4_clean,37,margin,C4,clean,main,d37_margin_C4,corpus/png/d37_margin_C4_clean.png,369a6d554b89b118
d37_watermark_C5_clean,37,watermark,C5,clean,main,d37_watermark_C5,corpus/png/d37_watermark_C5_clean.png,1a6d01747d383a19
d37_whiteonwhite_C6_clean,37,whiteonwhite,C6,clean,main,d37_whiteonwhite_C6,corpus/png/d37_whiteonwhite_C6_clean.png,305b6641d5817225
d37_microfont_C1_clean,37,microfont,C1,clean,main,d37_microfont_C1,corpus/png/d37_microfont_C1_clean.png,fb58a428858e7e02
d38_body_C3_clean,38,body,C3,clean,main,d38_body_C3,corpus/png/d38_body_C3_clean.png,74b89b2079755221
d38_footer_C4_clean,38,footer,C4,clean,main,d38_footer_C4,corpus/png/d38_footer_C4_clean.png,bec2db2b63c037a3
d38_margin_C5_clean,38,margin,C5,clean,main,d38_margin_C5,corpus/png/d38_margin_C5_clean.png,b9d7f5f5e606a4f3
d38_watermark_C6_clean,38,watermark,C6,clean,main,d38_watermark_C6,corpus/png/d38_watermark_C6_clean.png,81452f603ffd923c
d38_whiteonwhite_C1_clean,38,whiteonwhite,C1,clean,main,d38_whiteonwhite_C1,corpus/png/d38_whiteonwhite_C1_clean.png,f1df846464061d03
d38_microfont_C2_clean,38,microfont,C2,clean,main,d38_microfont_C2,corpus/png/d38_microfont_C2_clean.png,3ec3973ab885065a
d39_body_C4_clean,39,body,C4,clean,main,d39_body_C4,corpus/png/d39_body_C4_clean.png,8df55bbc6f61064c
d39_footer_C5_clean,39,footer,C5,clean,main,d39_footer_C5,corpus/png/d39_footer_C5_clean.png,676e06aab73f69a3
d39_margin_C6_clean,39,margin,C6,clean,main,d39_margin_C6,corpus/png/d39_margin_C6_clean.png,1cb4c2eb3795679c
d39_watermark_C1_clean,39,watermark,C1,clean,main,d39_watermark_C1,corpus/png/d39_watermark_C1_clean.png,c96447130505642c
d39_whiteonwhite_C2_clean,39,whiteonwhite,C2,clean,main,d39_whiteonwhite_C2,corpus/png/d39_whiteonwhite_C2_clean.png,df8179446e543bcf
d39_microfont_C3_clean,39,microfont,C3,clean,main,d39_microfont_C3,corpus/png/d39_microfont_C3_clean.png,d072ac9728a426d6
d40_body_C5_clean,40,body,C5,clean,main,d40_body_C5,corpus/png/d40_body_C5_clean.png,9a02e26042ef0f63
d40_footer_C6_clean,40,footer,C6,clean,main,d40_footer_C6,corpus/png/d40_footer_C6_clean.png,f1d55a24f43d30ac
d40_margin_C1_clean,40,margin,C1,clean,main,d40_margin_C1,corpus/png/d40_margin_C1_clean.png,854cf2b61dce5234
d40_watermark_C2_clean,40,watermark,C2,clean,main,d40_watermark_C2,corpus/png/d40_watermark_C2_clean.png,42993553742349de
d40_whiteonwhite_C3_clean,40,whiteonwhite,C3,clean,main,d40_whiteonwhite_C3,corpus/png/d40_whiteonwhite_C3_clean.png,437c0135afc0b6bd
d40_microfont_C4_clean,40,microfont,C4,clean,main,d40_microfont_C4,corpus/png/d40_microfont_C4_clean.png,57349cc207ccba73
d41_body_C6_clean,41,body,C6,clean,main,d41_body_C6,corpus/png/d41_body_C6_clean.png,983d68036d51b2dc
d41_footer_C1_clean,41,footer,C1,clean,main,d41_footer_C1,corpus/png/d41_footer_C1_clean.png,011b8c699ebc066a
d41_margin_C2_clean,41,margin,C2,clean,main,d41_margin_C2,corpus/png/d41_margin_C2_clean.png,dde725bc8ea2a24a
d41_watermark_C3_clean,41,watermark,C3,clean,main,d41_watermark_C3,corpus/png/d41_watermark_C3_clean.png,973b3cab1f30c21f
d41_whiteonwhite_C4_clean,41,whiteonwhite,C4,clean,main,d41_whiteonwhite_C4,corpus/png/d41_whiteonwhite_C4_clean.png,774bea44f12efc3f
d41_microfont_C5_clean,41,microfont,C5,clean,main,d41_microfont_C5,corpus/png/d41_microfont_C5_clean.png,14a5a36b8fcae6ee
d42_body_C1_clean,42,body,C1,clean,main,d42_body_C1,corpus/png/d42_body_C1_clean.png,755c188b30e9fd6d
d42_footer_C2_clean,42,footer,C2,clean,main,d42_footer_C2,corpus/png/d42_footer_C2_clean.png,cc9566185d47ed0a
d42_margin_C3_clean,42,margin,C3,clean,main,d42_margin_C3,corpus/png/d42_margin_C3_clean.png,a12372651b5489b9
d42_watermark_C4_clean,42,watermark,C4,clean,main,d42_watermark_C4,corpus/png/d42_watermark_C4_clean.png,0abfc4426e696d23
d42_whiteonwhite_C5_clean,42,whiteonwhite,C5,clean,main,d42_whiteonwhite_C5,corpus/png/d42_whiteonwhite_C5_clean.png,0c1997a5cce83cc4
d42_microfont_C6_clean,42,microfont,C6,clean,main,d42_microfont_C6,corpus/png/d42_microfont_C6_clean.png,793a3fe1fd229e62
d43_body_C2_clean,43,body,C2,clean,main,d43_body_C2,corpus/png/d43_body_C2_clean.png,67796c65c12dd69f
d43_footer_C3_clean,43,footer,C3,clean,main,d43_footer_C3,corpus/png/d43_footer_C3_clean.png,1b5465281790ac67
d43_margin_C4_clean,43,margin,C4,clean,main,d43_margin_C4,corpus/png/d43_margin_C4_clean.png,9e6e4d41fbc3d704
d43_watermark_C5_clean,43,watermark,C5,clean,main,d43_watermark_C5,corpus/png/d43_watermark_C5_clean.png,43ac5d8abdee365f
d43_whiteonwhite_C6_clean,43,whiteonwhite,C6,clean,main,d43_whiteonwhite_C6,corpus/png/d43_whiteonwhite_C6_clean.png,4d8f67f3f7d5f6c1
d43_microfont_C1_clean,43,microfont,C1,clean,main,d43_microfont_C1,corpus/png/d43_microfont_C1_clean.png,f3e451b6967a8277
d44_body_C3_clean,44,body,C3,clean,main,d44_body_C3,corpus/png/d44_body_C3_clean.png,6f07d5c0598dc8d8
d44_footer_C4_clean,44,footer,C4,clean,main,d44_footer_C4,corpus/png/d44_footer_C4_clean.png,e3b07b3aaf124054
d44_margin_C5_clean,44,margin,C5,clean,main,d44_margin_C5,corpus/png/d44_margin_C5_clean.png,eeff20ddd93faa4c
d44_watermark_C6_clean,44,watermark,C6,clean,main,d44_watermark_C6,corpus/png/d44_watermark_C6_clean.png,65ae5c5b4a2e99b8
d44_whiteonwhite_C1_clean,44,whiteonwhite,C1,clean,main,d44_whiteonwhite_C1,corpus/png/d44_whiteonwhite_C1_clean.png,f5bfa74e93fc58bf
d44_microfont_C2_clean,44,microfont,C2,clean,main,d44_microfont_C2,corpus/png/d44_microfont_C2_clean.png,ffcd5949604ffa8f
d45_body_C4_clean,45,body,C4,clean,main,d45_body_C4,corpus/png/d45_body_C4_clean.png,c3a5472b46589493
d45_footer_C5_clean,45,footer,C5,clean,main,d45_footer_C5,corpus/png/d45_footer_C5_clean.png,6df142433bbdcf40
d45_margin_C6_clean,45,margin,C6,clean,main,d45_margin_C6,corpus/png/d45_margin_C6_clean.png,854f618927159c0c
d45_watermark_C1_clean,45,watermark,C1,clean,main,d45_watermark_C1,corpus/png/d45_watermark_C1_clean.png,dbbaee38c63c9284
d45_whiteonwhite_C2_clean,45,whiteonwhite,C2,clean,main,d45_whiteonwhite_C2,corpus/png/d45_whiteonwhite_C2_clean.png,8f2cd2cbbf64f255
d45_microfont_C3_clean,45,microfont,C3,clean,main,d45_microfont_C3,corpus/png/d45_microfont_C3_clean.png,42ac294e3d095d95
d46_body_C5_clean,46,body,C5,clean,main,d46_body_C5,corpus/png/d46_body_C5_clean.png,e0afb170f581444e
d46_footer_C6_clean,46,footer,C6,clean,main,d46_footer_C6,corpus/png/d46_footer_C6_clean.png,8d79fcb16b1158e3
d46_margin_C1_clean,46,margin,C1,clean,main,d46_margin_C1,corpus/png/d46_margin_C1_clean.png,2f125564b502c0d2
d46_watermark_C2_clean,46,watermark,C2,clean,main,d46_watermark_C2,corpus/png/d46_watermark_C2_clean.png,407d7a4a86ef831c
d46_whiteonwhite_C3_clean,46,whiteonwhite,C3,clean,main,d46_whiteonwhite_C3,corpus/png/d46_whiteonwhite_C3_clean.png,1cd84049e02558f9
d46_microfont_C4_clean,46,microfont,C4,clean,main,d46_microfont_C4,corpus/png/d46_microfont_C4_clean.png,da8a51a23676d351
d47_body_C6_clean,47,body,C6,clean,main,d47_body_C6,corpus/png/d47_body_C6_clean.png,bacc82884b051902
d47_footer_C1_clean,47,footer,C1,clean,main,d47_footer_C1,corpus/png/d47_footer_C1_clean.png,ba17886fecd2bab0
d47_margin_C2_clean,47,margin,C2,clean,main,d47_margin_C2,corpus/png/d47_margin_C2_clean.png,737523e1b1c10944
d47_watermark_C3_clean,47,watermark,C3,clean,main,d47_watermark_C3,corpus/png/d47_watermark_C3_clean.png,ae2155ad16ec1ba8
d47_whiteonwhite_C4_clean,47,whiteonwhite,C4,clean,main,d47_whiteonwhite_C4,corpus/png/d47_whiteonwhite_C4_clean.png,caf0cb8b91e46db8
d47_microfont_C5_clean,47,microfont,C5,clean,main,d47_microfont_C5,corpus/png/d47_microfont_C5_clean.png,cc9f0a8e2982a864
d48_body_C1_clean,48,body,C1,clean,main,d48_body_C1,corpus/png/d48_body_C1_clean.png,6f7b10e03ad129d4
d48_footer_C2_clean,48,footer,C2,clean,main,d48_footer_C2,corpus/png/d48_footer_C2_clean.png,420c14d5ba53a61c
d48_margin_C3_clean,48,margin,C3,clean,main,d48_margin_C3,corpus/png/d48_margin_C3_clean.png,1d8034707f854f15
d48_watermark_C4_clean,48,watermark,C4,clean,main,d48_watermark_C4,corpus/png/d48_watermark_C4_clean.png,f16e13d98108ad8c
d48_whiteonwhite_C5_clean,48,whiteonwhite,C5,clean,main,d48_whiteonwhite_C5,corpus/png/d48_whiteonwhite_C5_clean.png,2f266cbf66502add
d48_microfont_C6_clean,48,microfont,C6,clean,main,d48_microfont_C6,corpus/png/d48_microfont_C6_clean.png,2815a9fc5df90dbe
d49_body_C2_clean,49,body,C2,clean,main,d49_body_C2,corpus/png/d49_body_C2_clean.png,e99dc7814c823bd2
d49_footer_C3_clean,49,footer,C3,clean,main,d49_footer_C3,corpus/png/d49_footer_C3_clean.png,dd5244867be2e9f5
d49_margin_C4_clean,49,margin,C4,clean,main,d49_margin_C4,corpus/png/d49_margin_C4_clean.png,289ad6455608a7b0
d49_watermark_C5_clean,49,watermark,C5,clean,main,d49_watermark_C5,corpus/png/d49_watermark_C5_clean.png,0636e0acbfbe3319
d49_whiteonwhite_C6_clean,49,whiteonwhite,C6,clean,main,d49_whiteonwhite_C6,corpus/png/d49_whiteonwhite_C6_clean.png,46f3bc4d0055fb7e
d49_microfont_C1_clean,49,microfont,C1,clean,main,d49_microfont_C1,corpus/png/d49_microfont_C1_clean.png,2802661c905985b4
d50_body_C3_clean,50,body,C3,clean,main,d50_body_C3,corpus/png/d50_body_C3_clean.png,7b67e1f877250d3c
d50_footer_C4_clean,50,footer,C4,clean,main,d50_footer_C4,corpus/png/d50_footer_C4_clean.png,f0f3fca439bf27fe
d50_margin_C5_clean,50,margin,C5,clean,main,d50_margin_C5,corpus/png/d50_margin_C5_clean.png,989b3355c3c5356e
d50_watermark_C6_clean,50,watermark,C6,clean,main,d50_watermark_C6,corpus/png/d50_watermark_C6_clean.png,96f1b4a4d32267e0
d50_whiteonwhite_C1_clean,50,whiteonwhite,C1,clean,main,d50_whiteonwhite_C1,corpus/png/d50_whiteonwhite_C1_clean.png,d1d7404ee0f4d471
d50_microfont_C2_clean,50,microfont,C2,clean,main,d50_microfont_C2,corpus/png/d50_microfont_C2_clean.png,5cb61e7a647d9b81
d51_body_C4_clean,51,body,C4,clean,main,d51_body_C4,corpus/png/d51_body_C4_clean.png,d8fb31d0f60a5b4d
d51_footer_C5_clean,51,footer,C5,clean,main,d51_footer_C5,corpus/png/d51_footer_C5_clean.png,0fb2dc03a3e362d1
d51_margin_C6_clean,51,margin,C6,clean,main,d51_margin_C6,corpus/png/d51_margin_C6_clean.png,b63c1594f19d4428
d51_watermark_C1_clean,51,watermark,C1,clean,main,d51_watermark_C1,corpus/png/d51_watermark_C1_clean.png,bde4ba95c1f17493
d51_whiteonwhite_C2_clean,51,whiteonwhite,C2,clean,main,d51_whiteonwhite_C2,corpus/png/d51_whiteonwhite_C2_clean.png,c25f0bdb81a7480f
d51_microfont_C3_clean,51,microfont,C3,clean,main,d51_microfont_C3,corpus/png/d51_microfont_C3_clean.png,70bf20d7265c0a81
d52_body_C5_clean,52,body,C5,clean,main,d52_body_C5,corpus/png/d52_body_C5_clean.png,a51ee1ad9d3d9eba
d52_footer_C6_clean,52,footer,C6,clean,main,d52_footer_C6,corpus/png/d52_footer_C6_clean.png,709771d9bfd6612b
d52_margin_C1_clean,52,margin,C1,clean,main,d52_margin_C1,corpus/png/d52_margin_C1_clean.png,72de340ab609c773
d52_watermark_C2_clean,52,watermark,C2,clean,main,d52_watermark_C2,corpus/png/d52_watermark_C2_clean.png,9deaf3f07e88c40a
d52_whiteonwhite_C3_clean,52,whiteonwhite,C3,clean,main,d52_whiteonwhite_C3,corpus/png/d52_whiteonwhite_C3_clean.png,f0021081e32c57aa
d52_microfont_C4_clean,52,microfont,C4,clean,main,d52_microfont_C4,corpus/png/d52_microfont_C4_clean.png,1918240727c3a480
d53_body_C6_clean,53,body,C6,clean,main,d53_body_C6,corpus/png/d53_body_C6_clean.png,16c7381ba57c9da4
d53_footer_C1_clean,53,footer,C1,clean,main,d53_footer_C1,corpus/png/d53_footer_C1_clean.png,b53670a81b9664fa
d53_margin_C2_clean,53,margin,C2,clean,main,d53_margin_C2,corpus/png/d53_margin_C2_clean.png,a51fb2aa213f2699
d53_watermark_C3_clean,53,watermark,C3,clean,main,d53_watermark_C3,corpus/png/d53_watermark_C3_clean.png,98290e5125a952c5
d53_whiteonwhite_C4_clean,53,whiteonwhite,C4,clean,main,d53_whiteonwhite_C4,corpus/png/d53_whiteonwhite_C4_clean.png,635924099f88f0ba
d53_microfont_C5_clean,53,microfont,C5,clean,main,d53_microfont_C5,corpus/png/d53_microfont_C5_clean.png,8448560c79043b34
d54_body_C1_clean,54,body,C1,clean,main,d54_body_C1,corpus/png/d54_body_C1_clean.png,f6b1e2064f82d6aa
d54_footer_C2_clean,54,footer,C2,clean,main,d54_footer_C2,corpus/png/d54_footer_C2_clean.png,a53b15702c852214
d54_margin_C3_clean,54,margin,C3,clean,main,d54_margin_C3,corpus/png/d54_margin_C3_clean.png,d217369a2b6f7e05
d54_watermark_C4_clean,54,watermark,C4,clean,main,d54_watermark_C4,corpus/png/d54_watermark_C4_clean.png,195f08edfb0585cb
d54_whiteonwhite_C5_clean,54,whiteonwhite,C5,clean,main,d54_whiteonwhite_C5,corpus/png/d54_whiteonwhite_C5_clean.png,992fd24da5c4fc1f
d54_microfont_C6_clean,54,microfont,C6,clean,main,d54_microfont_C6,corpus/png/d54_microfont_C6_clean.png,e1967a9e9f750bde
d55_body_C2_clean,55,body,C2,clean,main,d55_body_C2,corpus/png/d55_body_C2_clean.png,419b7c3e1b12d3fd
d55_footer_C3_clean,55,footer,C3,clean,main,d55_footer_C3,corpus/png/d55_footer_C3_clean.png,16daf2c300b12caf
d55_margin_C4_clean,55,margin,C4,clean,main,d55_margin_C4,corpus/png/d55_margin_C4_clean.png,841f8f38d9242ce8
d55_watermark_C5_clean,55,watermark,C5,clean,main,d55_watermark_C5,corpus/png/d55_watermark_C5_clean.png,903dbebbdadcbfd5
d55_whiteonwhite_C6_clean,55,whiteonwhite,C6,clean,main,d55_whiteonwhite_C6,corpus/png/d55_whiteonwhite_C6_clean.png,54939364b4feb3e9
d55_microfont_C1_clean,55,microfont,C1,clean,main,d55_microfont_C1,corpus/png/d55_microfont_C1_clean.png,614ece3652acda7c
d56_body_C3_clean,56,body,C3,clean,main,d56_body_C3,corpus/png/d56_body_C3_clean.png,0af3032fe99d9016
d56_footer_C4_clean,56,footer,C4,clean,main,d56_footer_C4,corpus/png/d56_footer_C4_clean.png,0beb764d9fa53e8c
d56_margin_C5_clean,56,margin,C5,clean,main,d56_margin_C5,corpus/png/d56_margin_C5_clean.png,7c4b74c39b388341
d56_watermark_C6_clean,56,watermark,C6,clean,main,d56_watermark_C6,corpus/png/d56_watermark_C6_clean.png,c9539dba8fd94fe3
d56_whiteonwhite_C1_clean,56,whiteonwhite,C1,clean,main,d56_whiteonwhite_C1,corpus/png/d56_whiteonwhite_C1_clean.png,fa948b6449d230fa
d56_microfont_C2_clean,56,microfont,C2,clean,main,d56_microfont_C2,corpus/png/d56_microfont_C2_clean.png,9800bc28c4d47757
d57_body_C4_clean,57,body,C4,clean,main,d57_body_C4,corpus/png/d57_body_C4_clean.png,ddd5874437a74f95
d57_footer_C5_clean,57,footer,C5,clean,main,d57_footer_C5,corpus/png/d57_footer_C5_clean.png,9b7f4d449d287a1e
d57_margin_C6_clean,57,margin,C6,clean,main,d57_margin_C6,corpus/png/d57_margin_C6_clean.png,1897dec7be9abbc5
d57_watermark_C1_clean,57,watermark,C1,clean,main,d57_watermark_C1,corpus/png/d57_watermark_C1_clean.png,ac60a2943d1dcb98
d57_whiteonwhite_C2_clean,57,whiteonwhite,C2,clean,main,d57_whiteonwhite_C2,corpus/png/d57_whiteonwhite_C2_clean.png,7fe2228198364283
d57_microfont_C3_clean,57,microfont,C3,clean,main,d57_microfont_C3,corpus/png/d57_microfont_C3_clean.png,32b683f0d65516db
d58_body_C5_clean,58,body,C5,clean,main,d58_body_C5,corpus/png/d58_body_C5_clean.png,bd5aaa541a627608
d58_footer_C6_clean,58,footer,C6,clean,main,d58_footer_C6,corpus/png/d58_footer_C6_clean.png,89846673a037c302
d58_margin_C1_clean,58,margin,C1,clean,main,d58_margin_C1,corpus/png/d58_margin_C1_clean.png,f822d62a05fba5a2
d58_watermark_C2_clean,58,watermark,C2,clean,main,d58_watermark_C2,corpus/png/d58_watermark_C2_clean.png,7069465e77c93430
d58_whiteonwhite_C3_clean,58,whiteonwhite,C3,clean,main,d58_whiteonwhite_C3,corpus/png/d58_whiteonwhite_C3_clean.png,b0122f357a357417
d58_microfont_C4_clean,58,microfont,C4,clean,main,d58_microfont_C4,corpus/png/d58_microfont_C4_clean.png,d6ee51228a00cf41
d59_body_C6_clean,59,body,C6,clean,main,d59_body_C6,corpus/png/d59_body_C6_clean.png,a1d3f81d76d7dd1c
d59_footer_C1_clean,59,footer,C1,clean,main,d59_footer_C1,corpus/png/d59_footer_C1_clean.png,e1558b8cecbd147e
d59_margin_C2_clean,59,margin,C2,clean,main,d59_margin_C2,corpus/png/d59_margin_C2_clean.png,b91403e3de69bf40
d59_watermark_C3_clean,59,watermark,C3,clean,main,d59_watermark_C3,corpus/png/d59_watermark_C3_clean.png,dc54314436d0e4c8
d59_whiteonwhite_C4_clean,59,whiteonwhite,C4,clean,main,d59_whiteonwhite_C4,corpus/png/d59_whiteonwhite_C4_clean.png,76b76339fcf3ea94
d59_microfont_C5_clean,59,microfont,C5,clean,main,d59_microfont_C5,corpus/png/d59_microfont_C5_clean.png,44423a411c3ed150
d00_body_C1_noise,0,body,C1,noise,degradation,d00_body_C1,corpus/png/d00_body_C1_noise.png,299af33677bb239f
d00_body_C1_rotate,0,body,C1,rotate,degradation,d00_body_C1,corpus/png/d00_body_C1_rotate.png,6e7ed06b7ded080e
d00_body_C1_lowdpi,0,body,C1,lowdpi,degradation,d00_body_C1,corpus/png/d00_body_C1_lowdpi.png,5961455acc88d3d7
d00_footer_C2_noise,0,footer,C2,noise,degradation,d00_footer_C2,corpus/png/d00_footer_C2_noise.png,b0bfca6fb6698cb9
d00_footer_C2_rotate,0,footer,C2,rotate,degradation,d00_footer_C2,corpus/png/d00_footer_C2_rotate.png,1de922175b9aa785
d00_footer_C2_lowdpi,0,footer,C2,lowdpi,degradation,d00_footer_C2,corpus/png/d00_footer_C2_lowdpi.png,6a6d7f03c8dee381
d00_whiteonwhite_C5_noise,0,whiteonwhite,C5,noise,degradation,d00_whiteonwhite_C5,corpus/png/d00_whiteonwhite_C5_noise.png,0708c54872a6590c
d00_whiteonwhite_C5_rotate,0,whiteonwhite,C5,rotate,degradation,d00_whiteonwhite_C5,corpus/png/d00_whiteonwhite_C5_rotate.png,b030aea7a651ac03
d00_whiteonwhite_C5_lowdpi,0,whiteonwhite,C5,lowdpi,degradation,d00_whiteonwhite_C5,corpus/png/d00_whiteonwhite_C5_lowdpi.png,dc36b67c3348ab6c
d05_body_C6_noise,5,body,C6,noise,degradation,d05_body_C6,corpus/png/d05_body_C6_noise.png,1da268d1e89a9b48
d05_body_C6_rotate,5,body,C6,rotate,degradation,d05_body_C6,corpus/png/d05_body_C6_rotate.png,dd0207fdcdec504e
d05_body_C6_lowdpi,5,body,C6,lowdpi,degradation,d05_body_C6,corpus/png/d05_body_C6_lowdpi.png,2fa7f603e35ca8fe
d05_footer_C1_noise,5,footer,C1,noise,degradation,d05_footer_C1,corpus/png/d05_footer_C1_noise.png,ece47688546f568e
d05_footer_C1_rotate,5,footer,C1,rotate,degradation,d05_footer_C1,corpus/png/d05_footer_C1_rotate.png,4d7588f2569ab038
d05_footer_C1_lowdpi,5,footer,C1,lowdpi,degradation,d05_footer_C1,corpus/png/d05_footer_C1_lowdpi.png,20d3eb76e609378f
d05_whiteonwhite_C4_noise,5,whiteonwhite,C4,noise,degradation,d05_whiteonwhite_C4,corpus/png/d05_whiteonwhite_C4_noise.png,3830c8f6e57f9d9c
d05_whiteonwhite_C4_rotate,5,whiteonwhite,C4,rotate,degradation,d05_whiteonwhite_C4,corpus/png/d05_whiteonwhite_C4_rotate.png,fa3b950c4ca31a85
d05_whiteonwhite_C4_lowdpi,5,whiteonwhite,C4,lowdpi,degradation,d05_whiteonwhite_C4,corpus/png/d05_whiteonwhite_C4_lowdpi.png,50a78d0b003d1c42
d10_body_C5_noise,10,body,C5,noise,degradation,d10_body_C5,corpus/png/d10_body_C5_noise.png,44d187ae493606dc
d10_body_C5_rotate,10,body,C5,rotate,degradation,d10_body_C5,corpus/png/d10_body_C5_rotate.png,c865e574b92b4fb0
d10_body_C5_lowdpi,10,body,C5,lowdpi,degradation,d10_body_C5,corpus/png/d10_body_C5_lowdpi.png,fa7b2f241ecd8078
d10_footer_C6_noise,10,footer,C6,noise,degradation,d10_footer_C6,corpus/png/d10_footer_C6_noise.png,1495e1763c131e33
d10_footer_C6_rotate,10,footer,C6,rotate,degradation,d10_footer_C6,corpus/png/d10_footer_C6_rotate.png,f035f9bfbedcd5f0
d10_footer_C6_lowdpi,10,footer,C6,lowdpi,degradation,d10_footer_C6,corpus/png/d10_footer_C6_lowdpi.png,480bdb8867efeb81
d10_whiteonwhite_C3_noise,10,whiteonwhite,C3,noise,degradation,d10_whiteonwhite_C3,corpus/png/d10_whiteonwhite_C3_noise.png,74b9bb3b530cc9eb
d10_whiteonwhite_C3_rotate,10,whiteonwhite,C3,rotate,degradation,d10_whiteonwhite_C3,corpus/png/d10_whiteonwhite_C3_rotate.png,70429408fa009478
d10_whiteonwhite_C3_lowdpi,10,whiteonwhite,C3,lowdpi,degradation,d10_whiteonwhite_C3,corpus/png/d10_whiteonwhite_C3_lowdpi.png,24607d6776429195
d15_body_C4_noise,15,body,C4,noise,degradation,d15_body_C4,corpus/png/d15_body_C4_noise.png,ae3eca9ce964fe3f
d15_body_C4_rotate,15,body,C4,rotate,degradation,d15_body_C4,corpus/png/d15_body_C4_rotate.png,66ba047f25cea370
d15_body_C4_lowdpi,15,body,C4,lowdpi,degradation,d15_body_C4,corpus/png/d15_body_C4_lowdpi.png,bb56275853468785
d15_footer_C5_noise,15,footer,C5,noise,degradation,d15_footer_C5,corpus/png/d15_footer_C5_noise.png,78f72e4984c4d13d
d15_footer_C5_rotate,15,footer,C5,rotate,degradation,d15_footer_C5,corpus/png/d15_footer_C5_rotate.png,4e6e5c4c2b75cb0c
d15_footer_C5_lowdpi,15,footer,C5,lowdpi,degradation,d15_footer_C5,corpus/png/d15_footer_C5_lowdpi.png,1696e0edc4ade0e1
d15_whiteonwhite_C2_noise,15,whiteonwhite,C2,noise,degradation,d15_whiteonwhite_C2,corpus/png/d15_whiteonwhite_C2_noise.png,ae176d22ec2c5d38
d15_whiteonwhite_C2_rotate,15,whiteonwhite,C2,rotate,degradation,d15_whiteonwhite_C2,corpus/png/d15_whiteonwhite_C2_rotate.png,557684363fe2bb71
d15_whiteonwhite_C2_lowdpi,15,whiteonwhite,C2,lowdpi,degradation,d15_whiteonwhite_C2,corpus/png/d15_whiteonwhite_C2_lowdpi.png,49f4d5e63847a3d3
